estado,salario
Minas Gerais,"4.193,03"
São Paulo,"5.170,07"
Ceará,"1.990,47"
Santa Catarina,"3.708,15"
Rio Grande do Norte,"2.167,11"
Goiás,"2.970,13"
Rio Grande do Sul,"2.648,75"
Mato Grosso,"2.500,17"
Pará,"3.382,83"
Mato Grosso do Sul,"11.606,40"
Amapá,"1.803,00"
Bahia,"1.923,33"
Roraima,"4.833,33"
Rio de Janeiro,"2.387,00"
Pernambuco,"2.200,00"
Paraná,"2.335,00"
