estado,salario
Minas Gerais,"1.788,32"
São Paulo,"2.289,25"
Santa Catarina,"2.066,31"
Rio Grande do Sul,"1.880,81"
Paraná,"1.856,74"
Rio de Janeiro,"1.677,63"
Ceará,"1.316,26"
Goiás,"1.498,74"
Amazonas,"2.831,45"
Rondônia,"1.371,64"
Tocantins,"1.330,00"
Espírito Santo,"1.855,69"
Pará,"1.553,07"
Pernambuco,"1.432,70"
Alagoas,"1.268,00"
Paraíba,"1.476,33"
Mato Grosso do Sul,"1.543,50"
Maranhão,"1.261,50"
Mato Grosso,"2.166,67"
Bahia,"1.271,33"
