estado,salario
São Paulo,"3.673,86"
Rio de Janeiro,"19.584,09"
Rio Grande do Sul,"1.659,04"
Paraná,"2.945,68"
Minas Gerais,"2.136,17"
Mato Grosso do Sul,"1.919,44"
Amazonas,"1.236,00"
Goiás,"2.101,80"
Distrito Federal,"4.290,20"
Santa Catarina,"2.119,00"
