estado,salario
Rio Grande do Sul,"1.699,51"
São Paulo,"1.806,79"
Minas Gerais,"1.530,56"
Santa Catarina,"1.647,36"
Bahia,"1.302,18"
Ceará,"1.288,41"
Paraná,"1.574,32"
Goiás,"1.355,09"
Rio de Janeiro,"2.661,06"
Paraíba,"1.273,22"
Sergipe,"1.305,05"
Mato Grosso do Sul,"1.935,18"
Distrito Federal,"1.517,00"
Espírito Santo,"1.590,40"
Pernambuco,"1.470,67"
