estado,salario
São Paulo,"7.999,29"
Distrito Federal,"9.370,58"
Minas Gerais,"6.036,20"
Rio de Janeiro,"7.769,44"
Paraná,"7.044,17"
Rio Grande do Sul,"7.133,44"
Santa Catarina,"7.358,57"
Goiás,"4.634,70"
Ceará,"6.945,63"
Bahia,"5.408,17"
Pará,"4.980,06"
Espírito Santo,"9.629,21"
Pernambuco,"7.520,22"
Paraíba,"3.259,18"
Mato Grosso,"7.827,94"
Maranhão,"3.588,93"
Amazonas,"7.495,54"
Mato Grosso do Sul,"6.577,50"
Amapá,"4.622,45"
Sergipe,"5.887,33"
Alagoas,"5.338,75"
Piauí,"5.337,33"
