estado,salario
São Paulo,"1.673,73"
Minas Gerais,"1.348,16"
Rio Grande do Sul,"1.609,67"
Tocantins,"1.290,00"
Pará,"1.530,00"
Paraíba,"1.310,00"
Amazonas,"1.214,67"
Mato Grosso,"1.280,00"
Maranhão,"1.440,00"
