estado,salario
Minas Gerais,"1.790,32"
São Paulo,"2.278,52"
Ceará,"1.381,61"
Rio Grande do Sul,"1.761,44"
Paraná,"1.955,94"
Santa Catarina,"2.062,39"
Maranhão,"1.335,94"
Sergipe,"1.311,59"
Rio de Janeiro,"1.801,17"
Piauí,"1.293,08"
Paraíba,"1.356,20"
Rio Grande do Norte,"1.311,80"
Pernambuco,"1.512,78"
Pará,"1.408,86"
Bahia,"1.580,20"
Espírito Santo,"1.972,33"
